"Image_Presented","rawDT","SlideNumber","SubID","logDT","residDT","SequenceLocation","TwoAFC_Sum","TwoAFC_PropCorrect","SequenceNumber"
"Movies/Dog_2_A.mov",0.882311403751373,149,"A005",-0.054378107541614,0.164264430790299,"Slide1",1,0.2,38
"Movies/Dog_2_B.mov",0.582023561000824,150,"A005",-0.235059434240948,-0.015840756719897,"Slide2",1,0.2,38
"Movies/Dog_2_A.mov",0.832340955734253,151,"A005",-0.0796987351738809,0.140093756403247,"Slide3",1,0.2,38
"Movies/black.mov",0.515260457992554,152,"A005",-0.287973184794037,-0.0676091796047234,"Blank",1,0.2,38
"Movies/Dog_1_A.mov",0.615409851074219,153,"A005",-0.210835556133845,0.0100976864903881,"Slide1",1,0.2,39
"Movies/Dog_1_B.mov",0.515318632125854,154,"A005",-0.287924154680092,-0.066423926944189,"Slide2",1,0.2,39
"Movies/Dog_1_A.mov",0.531217515468597,155,"A005",-0.274727613711668,-0.0526626297362895,"Slide3",1,0.2,39
"Movies/black.mov",0.532887101173401,156,"A005",-0.273364791969658,-0.0507372575695467,"Blank",1,0.2,39
"Movies/Dog_3_A.mov",0.548656642436981,157,"A005",-0.26069935854707,-0.0375114568640401,"Slide1",1,0.2,40
"Movies/Dog_1_B.mov",0.632146894931793,158,"A005",-0.199181990949458,0.0245641171718998,"Slide2",1,0.2,40
"Movies/Dog_3_A.mov",0.41521742939949,159,"A005",-0.381724424588431,-0.157422248943259,"Slide3",1,0.2,40
"Movies/black.mov",0.49871239066124,160,"A005",-0.302149841468915,-0.0772937156431991,"Blank",1,0.2,40
"Movies/Dog_1_A.mov",0.615372121334076,161,"A005",-0.210862182812363,0.0145457970711121,"Slide1",1,0.2,41
"Movies/Dog_4_B.mov",0.631312310695648,162,"A005",-0.199755741775039,0.0262020169209763,"Slide2",1,0.2,41
"Movies/Dog_1_A.mov",0.582828462123871,163,"A005",-0.234459247839736,-0.00795376503413092,"Slide3",1,0.2,41
"Movies/black.mov",0.532060861587524,164,"A005",-0.274038686615073,-0.0469875141884514,"Blank",1,0.2,41
"Movies/Dog_1_A.mov",0.698857486248016,165,"A005",-0.155611378254859,0.0719834691978897,"Slide1",1,0.2,42
"Movies/Dog_2_B.mov",0.815691411495209,166,"A005",-0.0884741104032396,0.139662417060732,"Slide2",1,0.2,42
"Movies/Dog_1_A.mov",0.51507967710495,167,"A005",-0.288125585229682,-0.0594493534963006,"Slide3",1,0.2,42
"Movies/black.mov",0.481974989175797,168,"A005",-0.316975497746137,-0.0877615185123462,"Blank",1,0.2,42
"Movies/Dog_2_A.mov",0.915696620941162,169,"A005",-0.0382483884224945,0.191501400221677,"Slide1",1,0.2,43
"Movies/Dog_1_B.mov",0.498624801635742,170,"A005",-0.302226123454267,-0.0719424450983594,"Slide2",1,0.2,43
"Movies/Dog_2_A.mov",0.497828900814056,171,"A005",-0.30291989459016,-0.0721042281112678,"Slide3",1,0.2,43
"Movies/black.mov",0.531991004943848,172,"A005",-0.274095710818255,-0.0427499399708028,"Blank",1,0.2,43
"Movies/Dog_3_A.mov",0.64958131313324,173,"A005",-0.18736647717798,0.0445075318481337,"Slide1",1,0.2,44
"Movies/Dog_3_B.mov",0.799006819725037,174,"A005",-0.0974495138570828,0.134950884458138,"Slide2",1,0.2,44
"Movies/Dog_3_A.mov",0.348411232233047,175,"A005",-0.45790785246403,-0.22498289670763,"Slide3",1,0.2,44
"Movies/black.mov",0.465297251939774,176,"A005",-0.332269512416048,-0.0988218142781668,"Blank",1,0.2,44
"Movies/Dog_1_A.mov",0.615446507930756,177,"A005",-0.210809688175482,0.0231589538242051,"Slide1",1,0.2,45
"Movies/Dog_4_B.mov",0.598740816116333,178,"A005",-0.222761135023039,0.0117266686156365,"Slide2",1,0.2,45
"Movies/Dog_1_A.mov",1.28268218040466,179,"A005",0.108119061367054,0.343124260480516,"Slide3",1,0.2,45
"Movies/black.mov",0.682072699069977,180,"A005",-0.166169333375385,0.0693515108738251,"Blank",1,0.2,45
"Movies/Dog_2_A.mov",0.765515983104706,181,"A005",-0.116045737295292,0.119989017347012,"Slide1",1,0.2,46
"Movies/Dog_1_B.mov",0.698810994625092,182,"A005",-0.155640270736266,0.0809066749286298,"Slide2",1,0.2,46
"Movies/Dog_2_A.mov",0.381933212280273,183,"A005",-0.418012574454919,-0.180955141985575,"Slide3",1,0.2,46
"Movies/black.mov",0.799017071723938,184,"A005",-0.0974439414916441,0.140122288500895,"Blank",1,0.2,46
"Movies/Dog_4_A.mov",0.682054936885834,185,"A005",-0.166180643194726,0.0718927097653889,"Slide1",1,0.2,47
"Movies/Dog_2_B.mov",0.431113690137863,186,"A005",-0.365408185782326,-0.126829369891758,"Slide2",1,0.2,47
"Movies/Dog_4_A.mov",0.666185915470123,187,"A005",-0.176404553419484,0.0626780796797768,"Slide3",1,0.2,47
"Movies/black.mov",0.532047629356384,188,"A005",-0.274049487553166,-0.034464668850829,"Blank",1,0.2,47
"Movies/Dog_2_A.mov",0.865766048431396,189,"A005",-0.062599449324444,0.177485937296094,"Slide1",1,0.2,48
"Movies/Dog_3_B.mov",0.865553379058838,190,"A005",-0.0627061438303452,0.177878206752575,"Slide2",1,0.2,48
"Movies/Dog_2_A.mov",0.281702816486359,191,"A005",-0.550208810882991,-0.309127086752497,"Slide3",1,0.2,48
"Movies/black.mov",0.381938010454178,192,"A005",-0.418007118507927,-0.176429597888162,"Blank",1,0.2,48
"Movies/Dog_3_A.mov",1.56282842159271,1,"A007",0.193911300702634,-0.141353783594529,"Slide1",4,0.8,1
"Movies/Dog_1_B.mov",1.81523239612579,2,"A007",0.25893223372148,0.0598973789067712,"Slide2",4,0.8,1
"Movies/Dog_3_A.mov",1.38265025615692,3,"A007",0.140712338438911,-0.0059974199906668,"Slide3",4,0.8,1
"Movies/black.mov",1.2993084192276,4,"A007",0.113712252589613,-0.0044476014678399,"Blank",4,0.8,1
"Movies/Dog_1_A.mov",1.49947357177734,5,"A007",0.17593881572248,0.0760386128567071,"Slide1",4,0.8,2
"Movies/Dog_3_B.mov",1.54945516586304,6,"A007",0.190179014263598,0.103082693064071,"Slide2",4,0.8,2
"Movies/Dog_1_A.mov",1.36599314212799,7,"A007",0.13544851900624,0.0578886612645591,"Slide3",4,0.8,2
