Image_Presented,rawDT,SlideNumber,SubID,SequenceLocation,logDT,residDT,TwoAFC_Sum,TwoAFC_PropCorrect,SequenceNumber
Movies/BigAnimals05_A3.mov,1.199524641,129,C006,Slide1,0.079009174,-0.062120412,4,0.8,33
Movies/BigAnimals11_B3.mov,1.949339986,130,C006,Slide2,0.289887591,0.149116581,4,0.8,33
Movies/BigAnimals11_B3.mov,0.898687422,131,C006,Slide3,-0.046391337,-0.18680742,4,0.8,33
Movies/black.mov,0.966339409,132,C006,Blank,-0.014870309,-0.154935049,4,0.8,33
Movies/BigAnimals59_A1.mov,1.433023095,133,C006,Slide1,0.15625319,0.016536271,4,0.8,34
Movies/BigAnimals07_B1.mov,0.932242811,134,C006,Slide2,-0.030470957,-0.169843513,4,0.8,34
Movies/BigAnimals07_B1.mov,1.581989527,135,C006,Slide3,0.199203604,0.060172011,4,0.8,34
Movies/black.mov,0.566453993,136,C006,Blank,-0.246835357,-0.385529328,4,0.8,34
Movies/BigAnimals59_A1.mov,0.998636782,137,C006,Slide1,-0.000592442,-0.138952076,4,0.8,35
Movies/BigAnimals10_B2.mov,1.015922427,138,C006,Slide2,0.006860548,-0.131167977,4,0.8,35
Movies/BigAnimals10_B2.mov,1.215680599,139,C006,Slide3,0.084819486,-0.052881105,4,0.8,35
Movies/black.mov,0.731952488,140,C006,Blank,-0.135517108,-0.272892887,4,0.8,35
Movies/BigAnimals05_A3.mov,1.682368517,141,C006,Slide1,0.225921133,0.088867097,4,0.8,36
Movies/BigAnimals11_B3.mov,1.116501212,142,C006,Slide2,0.047859199,-0.088876114,4,0.8,36
Movies/BigAnimals11_B3.mov,1.265312672,143,C006,Slide3,0.102197857,-0.034221702,4,0.8,36
Movies/black.mov,0.848706841,144,C006,Blank,-0.071242297,-0.207349025,4,0.8,36
Movies/BigAnimals59_A1.mov,1.183386683,145,C006,Slide1,0.073126678,-0.062670094,4,0.8,37
Movies/BigAnimals07_B1.mov,1.349058509,146,C006,Slide2,0.130030785,-0.005458859,4,0.8,37
Movies/BigAnimals07_B1.mov,1.866260171,147,C006,Slide3,0.270972188,0.135786886,4,0.8,37
Movies/black.mov,0.932251334,148,C006,Blank,-0.030466986,-0.165350684,4,0.8,37
Movies/BigAnimals03_A2.mov,1.566203713,149,C006,Slide1,0.194848249,0.060263458,4,0.8,38
Movies/BigAnimals10_B2.mov,1.683228612,150,C006,Slide2,0.226143105,0.091854564,4,0.8,38
Movies/BigAnimals10_B2.mov,1.28252542,151,C006,Slide3,0.108065982,-0.025928922,4,0.8,38
Movies/black.mov,0.815122485,152,C006,Blank,-0.088777127,-0.222480967,4,0.8,38
Movies/BigAnimals03_A2.mov,2.367360592,153,C006,Slide1,0.374264414,0.240849102,4,0.8,39
Movies/BigAnimals11_B3.mov,1.481808901,154,C006,Slide2,0.170792199,0.037662919,4,0.8,39
Movies/BigAnimals11_B3.mov,1.200453281,155,C006,Slide3,0.079345263,-0.053500443,4,0.8,39
Movies/black.mov,1.365501285,156,C006,Blank,0.135292113,0.002727559,4,0.8,39
Movies/BigAnimals05_A3.mov,1.782961249,157,C006,Slide1,0.251141904,0.118856116,4,0.8,40
Movies/BigAnimals13_B4.mov,1.582442641,158,C006,Slide2,0.199327977,0.067318604,4,0.8,40
Movies/BigAnimals13_B4.mov,1.833445072,159,C006,Slide3,0.263267904,0.131532629,4,0.8,40
Movies/black.mov,1.315969825,160,C006,Blank,0.119245931,-0.012217526,4,0.8,40
Movies/BigAnimals05_A3.mov,1.216376066,161,C006,Slide1,0.085067866,-0.046126024,4,0.8,41
Movies/BigAnimals10_B2.mov,1.614966273,162,C006,Slide2,0.208163457,0.077236918,4,0.8,41
Movies/BigAnimals10_B2.mov,1.132579327,163,C006,Slide3,0.05406863,-0.076592743,4,0.8,41
Movies/black.mov,0.93337518,164,C006,Blank,-0.029943752,-0.160342113,4,0.8,41
Movies/BigAnimals59_A1.mov,1.782793045,165,C006,Slide1,0.251100931,0.120963458,4,0.8,42
Movies/BigAnimals11_B3.mov,1.399706006,166,C006,Slide2,0.146036826,0.016158148,4,0.8,42
Movies/BigAnimals11_B3.mov,1.098956704,167,C006,Slide3,0.040980583,-0.088641365,4,0.8,42
Movies/black.mov,0.781937778,168,C006,Blank,-0.106827804,-0.236195057,4,0.8,42
Movies/BigAnimals03_A2.mov,1.4320575,169,C006,Slide1,0.155960456,0.02684589,4,0.8,43
Movies/BigAnimals07_B1.mov,1.665597677,170,C006,Slide2,0.221570107,0.092706248,4,0.8,43
Movies/BigAnimals07_B1.mov,0.83385843,171,C006,Slide3,-0.078907676,-0.20752278,4,0.8,43
Movies/black.mov,0.982268035,172,C006,Blank,-0.007769988,-0.136138265,4,0.8,43
Movies/BigAnimals06_A4.mov,1.481628418,173,C006,Slide1,0.170739299,0.04261595,4,0.8,44
Movies/BigAnimals07_B1.mov,1.216133595,174,C006,Slide2,0.084981286,-0.042899011,4,0.8,44
Movies/BigAnimals07_B1.mov,1.766616702,175,C006,Slide3,0.247142332,0.119503238,4,0.8,44
Movies/black.mov,0.849563003,176,C006,Blank,-0.070804409,-0.198204126,4,0.8,44
Movies/BigAnimals05_A3.mov,1.414952993,177,C006,Slide1,0.150742012,0.02357987,4,0.8,45
Movies/BigAnimals10_B2.mov,1.11482513,178,C006,Slide2,0.04720675,-0.079719595,4,0.8,45
Movies/BigAnimals10_B2.mov,0.999873757,179,C006,Slide3,-5.48E-05,-0.126747131,4,0.8,45
Movies/black.mov,0.665510416,180,C006,Blank,-0.176845143,-0.303305133,4,0.8,45
Movies/BigAnimals03_A2.mov,1.449356914,181,C006,Slide1,0.161175346,0.034945959,4,0.8,46
Movies/BigAnimals13_B4.mov,1.516134858,182,C006,Slide2,0.180737833,0.054737359,4,0.8,46
Movies/BigAnimals13_B4.mov,0.982471168,183,C006,Slide3,-0.007680186,-0.133453411,4,0.8,46
Movies/black.mov,1.115948558,184,C006,Blank,0.047644175,-0.077903447,4,0.8,46
Movies/BigAnimals06_A4.mov,1.166156292,185,C006,Slide1,0.06675676,-0.058566883,4,0.8,47
Movies/BigAnimals11_B3.mov,1.616474271,186,C006,Slide2,0.208568796,0.083467529,4,0.8,47
Movies/BigAnimals11_B3.mov,0.831165254,187,C006,Slide3,-0.08031262,-0.205193096,4,0.8,47
Movies/black.mov,1.80060637,188,C006,Blank,0.255418782,0.130757533,4,0.8,47
Movies/BigAnimals03_A2.mov,1.364203453,189,C006,Slide1,0.134879144,0.010435578,4,0.8,48
Movies/BigAnimals11_B3.mov,1.401180744,190,C006,Slide2,0.14649416,0.022266751,4,0.8,48
Movies/BigAnimals11_B3.mov,1.816764951,191,C006,Slide3,0.259298743,0.135285983,4,0.8,48
Movies/black.mov,0.84746474,192,C006,Blank,-0.071878362,-0.195677961,4,0.8,48
Movies/BigAnimals59_A1.mov,3.059390783,1,C031,Slide1,0.485634954,0.035670918,3,0.6,1
Movies/BigAnimals13_B4.mov,1.799903274,2,C031,Slide2,0.255249167,-0.131794974,3,0.6,1
Movies/BigAnimals13_B4.mov,1.316030622,3,C031,Slide3,0.119265995,-0.235134098,3,0.6,1
Movies/black.mov,2.166724443,4,C031,Blank,0.335803683,0.002881149,3,0.6,1
Movies/BigAnimals06_A4.mov,2.016624212,5,C031,Slide1,0.304624977,-0.012538757,3,0.6,2
Movies/BigAnimals10_B2.mov,2.350174904,6,C031,Slide2,0.371100184,0.066256978,3,0.6,2
Movies/BigAnimals10_B2.mov,1.432805419,7,C031,Slide3,0.156187215,-0.138613279,3,0.6,2
Movies/black.mov,2.633750439,8,C031,Blank,0.420574621,0.134205699,3,0.6,2
Movies/BigAnimals59_A1.mov,2.216755152,9,C031,Slide1,0.345717726,0.066585584,3,0.6,3
Movies/BigAnimals10_B2.mov,2.533714294,10,C031,Slide2,0.403757642,0.130943916,3,0.6,3
Movies/BigAnimals10_B2.mov,1.616261601,11,C031,Slide3,0.208511655,-0.058709665,3,0.6,3
Movies/black.mov,1.582913995,12,C031,Blank,0.199457319,-0.062758697,3,0.6,3
Movies/BigAnimals05_A3.mov,2.783872366,13,C031,Slide1,0.44464932,0.186954905,3,0.6,4
Movies/BigAnimals11_B3.mov,1.299360156,14,C031,Slide2,0.113729545,-0.139848063,3,0.6,4
Movies/BigAnimals11_B3.mov,1.616243482,15,C031,Slide3,0.208506786,-0.041297304,3,0.6,4
Movies/black.mov,1.866511464,16,C031,Blank,0.271030662,0.024705612,3,0.6,4
Movies/BigAnimals03_A2.mov,0.965649307,17,C031,Slide1,-0.015180567,-0.258281707,3,0.6,5
Movies/BigAnimals10_B2.mov,2.26687932,18,C031,Slide2,0.355428401,0.115328189,3,0.6,5
Movies/BigAnimals10_B2.mov,0.8655563,19,C031,Slide3,-0.062704678,-0.300000357,3,0.6,5
Movies/black.mov,2.934046507,20,C031,Blank,0.467466993,0.232801675,3,0.6,5
Movies/BigAnimals05_A3.mov,1.29929781,21,C031,Slide1,0.113708706,-0.118481678,3,0.6,6
Movies/BigAnimals10_B2.mov,1.798878312,22,C031,Slide2,0.255001786,0.025146868,3,0.6,6
Movies/BigAnimals10_B2.mov,4.019134045,23,C031,Slide3,0.604132491,0.376487255,3,0.6,6
Movies/black.mov,1.399405718,24,C031,Blank,0.145943644,-0.079605876,3,0.6,6
Movies/BigAnimals59_A1.mov,3.084114075,25,C031,Slide1,0.489130433,0.265572935,3,0.6,7
Movies/BigAnimals11_B3.mov,1.59952271,26,C031,Slide2,0.203990411,-0.017669778,3,0.6,7
Movies/BigAnimals11_B3.mov,1.498604536,27,C031,Slide3,0.175687043,-0.044162654,3,0.6,7
Movies/black.mov,2.884868622,28,C031,Blank,0.46012604,0.242006991,3,0.6,7
Movies/BigAnimals03_A2.mov,1.549551487,29,C031,Slide1,0.190206011,-0.026256042,3,0.6,8
Movies/BigAnimals13_B4.mov,3.901446581,30,C031,Slide2,0.591225665,0.376352471,3,0.6,8
Movies/BigAnimals13_B4.mov,1.682967544,31,C031,Slide3,0.226075741,0.012728207,3,0.6,8
Movies/black.mov,2.36689043,32,C031,Blank,0.374178154,0.162297515,3,0.6,8
Movies/BigAnimals59_A1.mov,1.933150172,33,C031,Slide1,0.286265592,0.075797081,3,0.6,9
Movies/BigAnimals10_B2.mov,1.36604023,34,C031,Slide2,0.135463489,-0.073644049,3,0.6,9
Movies/BigAnimals10_B2.mov,1.482800245,35,C031,Slide3,0.171082649,-0.036711792,3,0.6,9
Movies/black.mov,1.749723554,36,C031,Blank,0.242969438,0.036443199,3,0.6,9
Movies/BigAnimals59_A1.mov,1.566239715,37,C031,Slide1,0.194858232,-0.01044198,3,0.6,10
Movies/BigAnimals13_B4.mov,1.68297863,38,C031,Slide2,0.226078601,0.021964729,3,0.6,10
Movies/BigAnimals13_B4.mov,1.716320395,39,C031,Slide3,0.234598363,0.031633422,3,0.6,10
Movies/black.mov,1.532895684,40,C031,Blank,0.185512601,-0.016338723,3,0.6,10
Movies/BigAnimals06_A4.mov,1.416022301,41,C031,Slide1,0.151070093,-0.049701,3,0.6,11
Movies/BigAnimals07_B1.mov,1.199204206,42,C031,Slide2,0.078893143,-0.120829325,3,0.6,11
Movies/BigAnimals07_B1.mov,1.766417742,43,C031,Slide3,0.247093418,0.048389614,3,0.6,11
Movies/black.mov,2.050001621,44,C031,Blank,0.311754205,0.114040627,3,0.6,11
Movies/BigAnimals03_A2.mov,1.499894619,45,C031,Slide1,0.176060747,-0.020689628,3,0.6,12
Movies/BigAnimals10_B2.mov,1.66588366,46,C031,Slide2,0.221644668,0.025831786,3,0.6,12
Movies/BigAnimals10_B2.mov,1.883104324,47,C031,Slide3,0.274874381,0.079974504,3,0.6,12
Movies/black.mov,1.498598456,48,C031,Blank,0.175685281,-0.018324936,3,0.6,12
Movies/BigAnimals59_A1.mov,3.635485172,49,C031,Slide1,0.560562378,0.367419539,3,0.6,13
Movies/BigAnimals11_B3.mov,1.349339724,50,C031,Slide2,0.130121306,-0.06217544,3,0.6,13
Movies/BigAnimals11_B3.mov,1.349369407,51,C031,Slide3,0.130130859,-0.061340146,3,0.6,13
Movies/black.mov,1.332747698,52,C031,Blank,0.124747941,-0.065916802,3,0.6,13
Movies/BigAnimals05_A3.mov,4.535418987,53,C031,Slide1,0.656617414,0.466740276,3,0.6,14
Movies/BigAnimals13_B4.mov,2.183208704,54,C031,Slide2,0.339095254,0.149987836,3,0.6,14
Movies/BigAnimals13_B4.mov,0.999068439,55,C031,Slide3,-0.00040476,-0.188759618,3,0.6,14
Movies/black.mov,1.516106367,56,C031,Blank,0.180729672,-0.0068891,3,0.6,14
Movies/BigAnimals06_A4.mov,0.83236742,57,C031,Slide1,-0.079684927,-0.266583442,3,0.6,15
Movies/BigAnimals11_B3.mov,1.999832153,58,C031,Slide2,0.300993547,0.114800068,3,0.6,15
Movies/BigAnimals11_B3.mov,3.216658354,59,C031,Slide3,0.507404936,0.321901849,3,0.6,15
Movies/black.mov,2.484549999,60,C031,Blank,0.395247741,0.210420946,3,0.6,15
Movies/BigAnimals59_A1.mov,1.049141645,61,C031,Slide1,0.020834127,-0.16332996,3,0.6,16
Movies/BigAnimals13_B4.mov,1.099219322,62,C031,Slide2,0.041084354,-0.142430119,3,0.6,16
Movies/BigAnimals13_B4.mov,1.282636285,63,C031,Slide3,0.108103522,-0.074773968,3,0.6,16
Movies/black.mov,1.466081619,64,C031,Blank,0.166158149,-0.016094549,3,0.6,16
Movies/BigAnimals06_A4.mov,1.349410057,65,C031,Slide1,0.130143943,-0.051495736,3,0.6,17
Movies/BigAnimals11_B3.mov,1.015745521,66,C031,Slide2,0.006784916,-0.174253117,3,0.6,17
Movies/BigAnimals11_B3.mov,1.249252915,67,C031,Slide3,0.096650372,-0.083797012,3,0.6,17
Movies/black.mov,1.349383473,68,C031,Blank,0.130135387,-0.049731982,3,0.6,17
Movies/BigAnimals03_A2.mov,1.432789207,69,C031,Slide1,0.156182301,-0.023115345,3,0.6,18
Movies/BigAnimals07_B1.mov,1.265071273,70,C031,Slide2,0.102114994,-0.076622893,3,0.6,18
Movies/BigAnimals07_B1.mov,1.199195027,71,C031,Slide3,0.078889819,-0.099297959,3,0.6,18
Movies/black.mov,1.417017102,72,C031,Blank,0.151375092,-0.02627193,3,0.6,18
Movies/BigAnimals05_A3.mov,1.366120458,73,C031,Slide1,0.135488995,-0.041626336,3,0.6,19
Movies/BigAnimals07_B1.mov,2.783829927,74,C031,Slide2,0.444642699,0.268050266,3,0.6,19
Movies/BigAnimals07_B1.mov,1.165825248,75,C031,Slide3,0.066633456,-0.109444611,3,0.6,19
Movies/black.mov,1.38272047,76,C031,Blank,0.140734392,-0.034837591,3,0.6,19
Movies/BigAnimals03_A2.mov,1.465235949,77,C031,Slide1,0.165907565,-0.009166376,3,0.6,20
Movies/BigAnimals11_B3.mov,1.350278258,78,C031,Slide2,0.130423275,-0.044160437,3,0.6,20
Movies/BigAnimals11_B3.mov,1.398533106,79,C031,Slide3,0.145672751,-0.028428322,3,0.6,20
Movies/black.mov,2.050797701,80,C031,Blank,0.311922822,0.138297007,3,0.6,20
Movies/BigAnimals05_A3.mov,1.149243712,81,C031,Slide1,0.060412136,-0.112745598,3,0.6,21
Movies/BigAnimals07_B1.mov,1.215902328,82,C031,Slide2,0.08489869,-0.087797946,3,0.6,21
Movies/BigAnimals07_B1.mov,1.482800841,83,C031,Slide3,0.171082824,-0.001159508,3,0.6,21
Movies/black.mov,1.933185101,84,C031,Blank,0.286273439,0.114478796,3,0.6,21
Movies/BigAnimals06_A4.mov,3.651221514,85,C031,Slide1,0.562438182,0.391084786,3,0.6,22
Movies/BigAnimals13_B4.mov,0.982452989,86,C031,Slide2,-0.007688222,-0.178606644,3,0.6,22
Movies/BigAnimals13_B4.mov,0.832266867,87,C031,Slide3,-0.079737394,-0.250226957,3,0.6,22
Movies/black.mov,1.749659419,88,C031,Blank,0.242953519,0.072886857,3,0.6,22
Movies/BigAnimals06_A4.mov,1.115858078,89,C031,Slide1,0.047608962,-0.12204061,3,0.6,23
Movies/BigAnimals10_B2.mov,0.999064207,90,C031,Slide2,-0.0004066,-0.169644747,3,0.6,23
Movies/BigAnimals10_B2.mov,1.249320269,91,C031,Slide3,0.096673786,-0.072158464,3,0.6,23
Movies/black.mov,0.93241173,92,C031,Blank,-0.030392271,-0.198824019,3,0.6,23
Movies/BigAnimals06_A4.mov,1.115800023,93,C031,Slide1,0.047586366,-0.120450142,3,0.6,24
Movies/BigAnimals13_B4.mov,1.266009092,94,C031,Slide2,0.102436825,-0.065209585,3,0.6,24
Movies/BigAnimals13_B4.mov,1.466103554,95,C031,Slide3,0.166164646,-0.001096684,3,0.6,24
Movies/black.mov,1.315050364,96,C031,Blank,0.118942386,-0.047938769,3,0.6,24
Movies/BigAnimals03_A2.mov,1.400366426,97,C031,Slide1,0.14624169,-0.020264079,3,0.6,25
Movies/BigAnimals07_B1.mov,1.181644201,98,C031,Slide2,0.072486728,-0.093648336,3,0.6,25
Movies/BigAnimals07_B1.mov,1.383582592,99,C031,Slide3,0.141005089,-0.024763847,3,0.6,25
Movies/black.mov,1.616277218,100,C031,Blank,0.208515851,0.043108568,3,0.6,25
Movies/BigAnimals59_A1.mov,1.199235916,101,C031,Slide1,0.078904627,-0.086145379,3,0.6,26
Movies/BigAnimals07_B1.mov,1.349383593,102,C031,Slide2,0.130135425,-0.034561584,3,0.6,26
Movies/BigAnimals07_B1.mov,1.416074753,103,C031,Slide3,0.15108618,-0.01326202,3,0.6,26
Movies/black.mov,1.215921998,104,C031,Blank,0.084905716,-0.079097773,3,0.6,26
Movies/BigAnimals06_A4.mov,1.299378633,105,C031,Slide1,0.113735721,-0.049927068,3,0.6,27
Movies/BigAnimals10_B2.mov,1.332696915,106,C031,Slide2,0.124731392,-0.038594625,3,0.6,27
Movies/BigAnimals10_B2.mov,1.399384618,107,C031,Slide3,0.145937096,-0.017055994,3,0.6,27
Movies/black.mov,1.71631074,108,C031,Blank,0.23459592,0.071931991,3,0.6,27
Movies/BigAnimals05_A3.mov,1.599657536,109,C031,Slide1,0.204027016,0.041688558,3,0.6,28
Movies/BigAnimals13_B4.mov,3.066459417,110,C031,Slide2,0.486637221,0.32462062,3,0.6,28
Movies/BigAnimals13_B4.mov,2.050864697,111,C031,Slide3,0.311937009,0.150238722,3,0.6,28
Movies/black.mov,1.63294971,112,C031,Blank,0.21297281,0.051589365,3,0.6,28
Movies/BigAnimals06_A4.mov,1.466122508,113,C031,Slide1,0.166170261,0.005098255,3,0.6,29
Movies/BigAnimals07_B1.mov,1.38269949,114,C031,Slide2,0.140727803,-0.020036102,3,0.6,29
Movies/BigAnimals07_B1.mov,1.499498487,115,C031,Slide3,0.175946032,0.015486957,3,0.6,29
Movies/black.mov,1.232563257,116,C031,Blank,0.090809217,-0.069348238,3,0.6,29
Movies/BigAnimals05_A3.mov,1.899793506,117,C031,Slide1,0.278706399,0.118847414,3,0.6,30
Movies/BigAnimals07_B1.mov,1.849792838,118,C031,Slide2,0.267123094,0.10755949,3,0.6,30
Movies/BigAnimals07_B1.mov,1.064896107,119,C031,Slide3,0.027307239,-0.131964014,3,0.6,30
Movies/black.mov,1.200142384,120,C031,Blank,0.079232773,-0.079749106,3,0.6,30
Movies/BigAnimals06_A4.mov,0.949058414,121,C031,Slide1,-0.022707056,-0.181402482,3,0.6,31
Movies/BigAnimals13_B4.mov,1.416039586,122,C031,Slide2,0.151075394,-0.007336445,3,0.6,31
Movies/BigAnimals13_B4.mov,1.382690787,123,C031,Slide3,0.140725069,-0.017406,3,0.6,31
Movies/black.mov,1.115910769,124,C031,Blank,0.047629469,-0.110223595,3,0.6,31
Movies/BigAnimals03_A2.mov,1.316024423,125,C031,Slide1,0.119263949,-0.038313825,3,0.6,32
Movies/BigAnimals13_B4.mov,1.165912628,126,C031,Slide2,0.066666006,-0.090639146,3,0.6,32
Movies/BigAnimals13_B4.mov,1.899772525,127,C031,Slide3,0.278701602,0.121666451,3,0.6,32
Movies/black.mov,1.316009283,128,C031,Blank,0.119258953,-0.037508774,3,0.6,32
Movies/BigAnimals05_A3.mov,2.233390808,129,C031,Slide1,0.348964724,0.192461891,3,0.6,33
Movies/BigAnimals11_B3.mov,1.7153579,130,C031,Slide2,0.234354747,0.07811432,3,0.6,33
Movies/BigAnimals11_B3.mov,1.834077954,131,C031,Slide3,0.263417791,0.107437323,3,0.6,33
Movies/black.mov,1.616258383,132,C031,Blank,0.20851079,0.052787878,3,0.6,33
Movies/BigAnimals59_A1.mov,1.582879543,133,C031,Slide1,0.199447866,0.043980146,3,0.6,34
Movies/BigAnimals07_B1.mov,1.448538661,134,C031,Slide2,0.160930091,0.005715236,3,0.6,34
Movies/BigAnimals07_B1.mov,0.98334372,135,C031,Slide3,-0.007294651,-0.162258927,3,0.6,34
Movies/black.mov,1.04912746,136,C031,Blank,0.020828254,-0.133887692,3,0.6,34
Movies/BigAnimals59_A1.mov,1.182573199,137,C031,Slide1,0.072828032,-0.081641796,3,0.6,35
Movies/BigAnimals10_B2.mov,0.882294774,138,C031,Slide2,-0.054386293,-0.208612182,3,0.6,35
Movies/BigAnimals10_B2.mov,1.132545233,139,C031,Slide3,0.054055556,-0.099928535,3,0.6,35
Movies/black.mov,2.216764212,140,C031,Blank,0.345719501,0.191975099,3,0.6,35
Movies/BigAnimals05_A3.mov,0.915644884,141,C031,Slide1,-0.038272927,-0.191779715,3,0.6,36
Movies/BigAnimals11_B3.mov,1.015781522,142,C031,Slide2,0.006800308,-0.146470909,3,0.6,36
Movies/BigAnimals11_B3.mov,1.182571411,143,C031,Slide3,0.072827376,-0.080210281,3,0.6,36
Movies/black.mov,1.682969689,144,C031,Blank,0.226076294,0.073270218,3,0.6,36
Movies/BigAnimals59_A1.mov,1.399384737,145,C031,Slide1,0.145937133,-0.006639312,3,0.6,37
Movies/BigAnimals07_B1.mov,1.599574804,146,C031,Slide2,0.204004555,0.051655821,3,0.6,37
Movies/BigAnimals07_B1.mov,1.41607511,147,C031,Slide3,0.151086289,-0.001036623,3,0.6,37
Movies/black.mov,1.215923429,148,C031,Blank,0.084906227,-0.066992728,3,0.6,37
Movies/BigAnimals03_A2.mov,1.53283,149,C031,Slide1,0.185493992,0.033817161,3,0.6,38
Movies/BigAnimals10_B2.mov,1.349341154,150,C031,Slide2,0.130121766,-0.021334748,3,0.6,38
Movies/BigAnimals10_B2.mov,1.482777715,151,C031,Slide3,0.17107605,0.019838072,3,0.6,38
Movies/black.mov,1.682990551,152,C031,Blank,0.226081678,0.07506048,3,0.6,38
Movies/BigAnimals03_A2.mov,1.616283655,153,C031,Slide1,0.208517581,0.057711435,3,0.6,39
Movies/BigAnimals11_B3.mov,1.315975904,154,C031,Slide2,0.119247937,-0.031344861,3,0.6,39
Movies/BigAnimals11_B3.mov,1.466134071,155,C031,Slide3,0.166173686,0.015792556,3,0.6,39
Movies/black.mov,3.050751209,156,C031,Blank,0.484406792,0.334235674,3,0.6,39
Movies/BigAnimals05_A3.mov,1.999863386,157,C031,Slide1,0.301000329,0.15103759,3,0.6,40
Movies/BigAnimals13_B4.mov,2.400241137,158,C031,Slide2,0.380254875,0.230498906,3,0.6,40
Movies/BigAnimals13_B4.mov,1.299308777,159,C031,Slide3,0.113712372,-0.035838414,3,0.6,40
Movies/black.mov,2.14998579,160,C031,Blank,0.33243559,0.183088422,3,0.6,40
Movies/BigAnimals05_A3.mov,0.782137036,161,C031,Slide1,-0.106717149,-0.255862242,3,0.6,41
Movies/BigAnimals10_B2.mov,1.14927578,162,C031,Slide2,0.060424254,-0.088520286,3,0.6,41
Movies/BigAnimals10_B2.mov,1.216039896,163,C031,Slide3,0.084947824,-0.063797665,3,0.6,41
Movies/black.mov,2.350040674,164,C031,Blank,0.371075379,0.22252746,3,0.6,41
Movies/BigAnimals59_A1.mov,2.099053621,165,C031,Slide1,0.322023533,0.173671724,3,0.6,42
Movies/BigAnimals11_B3.mov,1.700580835,166,C031,Slide2,0.23059728,0.082440139,3,0.6,42
Movies/BigAnimals11_B3.mov,2.483597279,167,C031,Slide3,0.395081175,0.247117279,3,0.6,42
Movies/black.mov,1.315148115,168,C031,Blank,0.118974667,-0.028797387,3,0.6,42
Movies/BigAnimals03_A2.mov,4.319258213,169,C031,Slide1,0.635409168,0.48782757,3,0.6,43
Movies/BigAnimals07_B1.mov,0.899073124,170,C031,Slide2,-0.046204985,-0.193597492,3,0.6,43
Movies/BigAnimals07_B1.mov,1.082424879,171,C031,Slide3,0.034397766,-0.112807001,3,0.6,43
Movies/black.mov,0.948156357,172,C031,Blank,-0.023120039,-0.170138397,3,0.6,43
Movies/BigAnimals06_A4.mov,0.982437193,173,C031,Slide1,-0.007695204,-0.154528468,3,0.6,44
Movies/BigAnimals07_B1.mov,1.650476098,174,C031,Slide2,0.217609239,0.070959772,3,0.6,44
Movies/BigAnimals07_B1.mov,1.449423313,175,C031,Slide3,0.161195242,0.01472829,3,0.6,44
Movies/black.mov,0.915685654,176,C031,Blank,-0.03825359,-0.184539292,3,0.6,44
Movies/BigAnimals05_A3.mov,1.36606729,177,C031,Slide1,0.135472093,-0.010633609,3,0.6,45
Movies/BigAnimals10_B2.mov,1.38271904,178,C031,Slide2,0.140733943,-0.005192992,3,0.6,45
Movies/BigAnimals10_B2.mov,1.315992475,179,C031,Slide3,0.119253406,-0.026495981,3,0.6,45
Movies/black.mov,1.099203348,180,C031,Blank,0.041078043,-0.104494999,3,0.6,45
Movies/BigAnimals03_A2.mov,1.065830827,181,C031,Slide1,0.027688277,-0.117709608,3,0.6,46
Movies/BigAnimals13_B4.mov,2.667084217,182,C031,Slide2,0.426036729,0.280812827,3,0.6,46
Movies/BigAnimals13_B4.mov,1.032469153,183,C031,Slide3,0.013877085,-0.131173994,3,0.6,46
Movies/black.mov,1.366021633,184,C031,Blank,0.135457577,-0.009421826,3,0.6,46
Movies/BigAnimals06_A4.mov,0.83231461,185,C031,Slide1,-0.079712482,-0.22442134,3,0.6,47
Movies/BigAnimals11_B3.mov,1.032433748,186,C031,Slide2,0.013862192,-0.130677239,3,0.6,47
Movies/BigAnimals11_B3.mov,0.915657699,187,C031,Slide3,-0.038266849,-0.182637959,3,0.6,47
Movies/black.mov,2.583720207,188,C031,Blank,0.412245482,0.2680416,3,0.6,47
Movies/BigAnimals03_A2.mov,1.031497359,189,C031,Slide1,0.01346812,-0.130569612,3,0.6,48
Movies/BigAnimals11_B3.mov,1.216838956,190,C031,Slide2,0.085233105,-0.058639545,3,0.6,48
Movies/BigAnimals11_B3.mov,0.982423425,191,C031,Slide3,-0.007701291,-0.151409912,3,0.6,48
Movies/black.mov,1.349304557,192,C031,Blank,0.130109987,-0.013435647,3,0.6,48
Movies/BigAnimals59_A1.mov,2.014685154,1,E002,Slide1,0.304207186,-0.191122323,4,0.8,1
Movies/BigAnimals13_B4.mov,1.932517529,2,E002,Slide2,0.286123442,-0.069133059,4,0.8,1
Movies/BigAnimals13_B4.mov,1.332676172,3,E002,Slide3,0.124724633,-0.167758906,4,0.8,1
Movies/black.mov,1.799698353,4,E002,Blank,0.255199719,0.000405327,4,0.8,1
Movies/BigAnimals06_A4.mov,1.966500282,5,E002,Slide1,0.293694013,0.064755506,4,0.8,2
Movies/BigAnimals10_B2.mov,1.933198929,6,E002,Slide2,0.286276546,0.076503705,4,0.8,2
Movies/BigAnimals10_B2.mov,1.582872391,7,E002,Slide3,0.199445904,0.00462012,4,0.8,2
Movies/black.mov,2.767260551,8,E002,Blank,0.442050052,0.259308337,4,0.8,2
Movies/BigAnimals59_A1.mov,1.532879829,9,E002,Slide1,0.18550811,0.012801621,4,0.8,3
Movies/BigAnimals10_B2.mov,1.182478189,10,E002,Slide2,0.072793139,-0.091404413,4,0.8,3
